text,book
"Elizabeth, rejoicing that such an effusion was heard only by herself,",Pride & Prejudice
"soon went away. But before she had been three minutes in her own room,",Pride & Prejudice
her mother followed her.,Pride & Prejudice
,Pride & Prejudice
"""My dearest child,"" she cried, ""I can think of nothing else! Ten",Pride & Prejudice
"thousand a year, and very likely more! 'Tis as good as a Lord! And a",Pride & Prejudice
special licence. You must and shall be married by a special licence. But,Pride & Prejudice
"my dearest love, tell me what dish Mr. Darcy is particularly fond of,",Pride & Prejudice
"that I may have it to-morrow.""",Pride & Prejudice
,Pride & Prejudice
This was a sad omen of what her mother's behaviour to the gentleman,Pride & Prejudice
"himself might be; and Elizabeth found that, though in the certain",Pride & Prejudice
"possession of his warmest affection, and secure of her relations'",Pride & Prejudice
"consent, there was still something to be wished for. But the morrow",Pride & Prejudice
passed off much better than she expected; for Mrs. Bennet luckily stood,Pride & Prejudice
in such awe of her intended son-in-law that she ventured not to speak to,Pride & Prejudice
"him, unless it was in her power to offer him any attention, or mark her",Pride & Prejudice
deference for his opinion.,Pride & Prejudice
,Pride & Prejudice
Elizabeth had the satisfaction of seeing her father taking pains to get,Pride & Prejudice
acquainted with him; and Mr. Bennet soon assured her that he was rising,Pride & Prejudice
every hour in his esteem.,Pride & Prejudice
,Pride & Prejudice
"""I admire all my three sons-in-law highly,"" said he. ""Wickham, perhaps,",Pride & Prejudice
is my favourite; but I think I shall like _your_ husband quite as well,Pride & Prejudice
"as Jane's.""",Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 60,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
"Elizabeth's spirits soon rising to playfulness again, she wanted Mr.",Pride & Prejudice
"Darcy to account for his having ever fallen in love with her. ""How could",Pride & Prejudice
"you begin?"" said she. ""I can comprehend your going on charmingly, when",Pride & Prejudice
you had once made a beginning; but what could set you off in the first,Pride & Prejudice
"place?""",Pride & Prejudice
,Pride & Prejudice
"""I cannot fix on the hour, or the spot, or the look, or the words, which",Pride & Prejudice
laid the foundation. It is too long ago. I was in the middle before I,Pride & Prejudice
"knew that I _had_ begun.""",Pride & Prejudice
,Pride & Prejudice
"""My beauty you had early withstood, and as for my manners--my behaviour",Pride & Prejudice
"to _you_ was at least always bordering on the uncivil, and I never spoke",Pride & Prejudice
to you without rather wishing to give you pain than not. Now be sincere;,Pride & Prejudice
"did you admire me for my impertinence?""",Pride & Prejudice
,Pride & Prejudice
"""For the liveliness of your mind, I did.""",Pride & Prejudice
,Pride & Prejudice
"""You may as well call it impertinence at once. It was very little less.",Pride & Prejudice
"The fact is, that you were sick of civility, of deference, of officious",Pride & Prejudice
"attention. You were disgusted with the women who were always speaking,",Pride & Prejudice
"and looking, and thinking for _your_ approbation alone. I roused, and",Pride & Prejudice
"interested you, because I was so unlike _them_. Had you not been really",Pride & Prejudice
"amiable, you would have hated me for it; but in spite of the pains you",Pride & Prejudice
"took to disguise yourself, your feelings were always noble and just; and",Pride & Prejudice
"in your heart, you thoroughly despised the persons who so assiduously",Pride & Prejudice
courted you. There--I have saved you the trouble of accounting for,Pride & Prejudice
"it; and really, all things considered, I begin to think it perfectly",Pride & Prejudice
"reasonable. To be sure, you knew no actual good of me--but nobody thinks",Pride & Prejudice
"of _that_ when they fall in love.""",Pride & Prejudice
,Pride & Prejudice
"""Was there no good in your affectionate behaviour to Jane while she was",Pride & Prejudice
"ill at Netherfield?""",Pride & Prejudice
,Pride & Prejudice
"""Dearest Jane! who could have done less for her? But make a virtue of it",Pride & Prejudice
"by all means. My good qualities are under your protection, and you are",Pride & Prejudice
"to exaggerate them as much as possible; and, in return, it belongs to me",Pride & Prejudice
to find occasions for teasing and quarrelling with you as often as may,Pride & Prejudice
be; and I shall begin directly by asking you what made you so unwilling,Pride & Prejudice
"to come to the point at last. What made you so shy of me, when you first",Pride & Prejudice
"called, and afterwards dined here? Why, especially, when you called, did",Pride & Prejudice
"you look as if you did not care about me?""",Pride & Prejudice
,Pride & Prejudice
"""Because you were grave and silent, and gave me no encouragement.""",Pride & Prejudice
,Pride & Prejudice
"""But I was embarrassed.""",Pride & Prejudice
,Pride & Prejudice
"""And so was I.""",Pride & Prejudice
,Pride & Prejudice
"""You might have talked to me more when you came to dinner.""",Pride & Prejudice
,Pride & Prejudice
"""A man who had felt less, might.""",Pride & Prejudice
,Pride & Prejudice
"""How unlucky that you should have a reasonable answer to give, and that",Pride & Prejudice
I should be so reasonable as to admit it! But I wonder how long you,Pride & Prejudice
"_would_ have gone on, if you had been left to yourself. I wonder when",Pride & Prejudice
"you _would_ have spoken, if I had not asked you! My resolution of",Pride & Prejudice
thanking you for your kindness to Lydia had certainly great effect.,Pride & Prejudice
"_Too much_, I am afraid; for what becomes of the moral, if our comfort",Pride & Prejudice
springs from a breach of promise? for I ought not to have mentioned the,Pride & Prejudice
"subject. This will never do.""",Pride & Prejudice
,Pride & Prejudice
"""You need not distress yourself. The moral will be perfectly fair. Lady",Pride & Prejudice
Catherine's unjustifiable endeavours to separate us were the means of,Pride & Prejudice
removing all my doubts. I am not indebted for my present happiness to,Pride & Prejudice
your eager desire of expressing your gratitude. I was not in a humour,Pride & Prejudice
to wait for any opening of yours. My aunt's intelligence had given me,Pride & Prejudice
"hope, and I was determined at once to know every thing.""",Pride & Prejudice
,Pride & Prejudice
"""Lady Catherine has been of infinite use, which ought to make her happy,",Pride & Prejudice
"for she loves to be of use. But tell me, what did you come down to",Pride & Prejudice
Netherfield for? Was it merely to ride to Longbourn and be embarrassed?,Pride & Prejudice
"or had you intended any more serious consequence?""",Pride & Prejudice
,Pride & Prejudice
"""My real purpose was to see _you_, and to judge, if I could, whether I",Pride & Prejudice
"might ever hope to make you love me. My avowed one, or what I avowed to",Pride & Prejudice
"myself, was to see whether your sister were still partial to Bingley,",Pride & Prejudice
"and if she were, to make the confession to him which I have since made.""",Pride & Prejudice
,Pride & Prejudice
"""Shall you ever have courage to announce to Lady Catherine what is to",Pride & Prejudice
"befall her?""",Pride & Prejudice
,Pride & Prejudice
"""I am more likely to want more time than courage, Elizabeth. But it",Pride & Prejudice
"ought to be done, and if you will give me a sheet of paper, it shall be",Pride & Prejudice
"done directly.""",Pride & Prejudice
,Pride & Prejudice
"""And if I had not a letter to write myself, I might sit by you and",Pride & Prejudice
"admire the evenness of your writing, as another young lady once did. But",Pride & Prejudice
"I have an aunt, too, who must not be longer neglected.""",Pride & Prejudice
,Pride & Prejudice
From an unwillingness to confess how much her intimacy with Mr. Darcy,Pride & Prejudice
"had been over-rated, Elizabeth had never yet answered Mrs. Gardiner's",Pride & Prejudice
"long letter; but now, having _that_ to communicate which she knew would",Pride & Prejudice
"be most welcome, she was almost ashamed to find that her uncle and",Pride & Prejudice
"aunt had already lost three days of happiness, and immediately wrote as",Pride & Prejudice
follows:,Pride & Prejudice
,Pride & Prejudice
"""I would have thanked you before, my dear aunt, as I ought to have done,",Pride & Prejudice
"for your long, kind, satisfactory, detail of particulars; but to say the",Pride & Prejudice
"truth, I was too cross to write. You supposed more than really existed.",Pride & Prejudice
But _now_ suppose as much as you choose; give a loose rein to your,Pride & Prejudice
"fancy, indulge your imagination in every possible flight which the",Pride & Prejudice
"subject will afford, and unless you believe me actually married, you",Pride & Prejudice
"cannot greatly err. You must write again very soon, and praise him a",Pride & Prejudice
"great deal more than you did in your last. I thank you, again and again,",Pride & Prejudice
for not going to the Lakes. How could I be so silly as to wish it! Your,Pride & Prejudice
idea of the ponies is delightful. We will go round the Park every day. I,Pride & Prejudice
am the happiest creature in the world. Perhaps other people have said so,Pride & Prejudice
"before, but not one with such justice. I am happier even than Jane; she",Pride & Prejudice
"only smiles, I laugh. Mr. Darcy sends you all the love in the world that",Pride & Prejudice
he can spare from me. You are all to come to Pemberley at Christmas.,Pride & Prejudice
"Yours, etc.""",Pride & Prejudice
,Pride & Prejudice
Mr. Darcy's letter to Lady Catherine was in a different style; and still,Pride & Prejudice
"different from either was what Mr. Bennet sent to Mr. Collins, in reply",Pride & Prejudice
to his last.,Pride & Prejudice
